name,lon,lat,height
RX_564,-0.077269,52.808113,1.5
RX_565,-0.077221,52.808095,1.5
RX_566,-0.077174,52.808077,1.5
RX_567,-0.077126,52.808058,1.5
RX_568,-0.077079,52.80804,1.5
RX_569,-0.077067,52.808035,1.5
RX_570,-0.077025,52.808019,1.5
RX_571,-0.076977,52.808002,1.5
RX_572,-0.076928,52.807983,1.5
RX_573,-0.076878,52.807965,1.5
RX_574,-0.076828,52.807946,1.5
RX_575,-0.076793,52.807933,1.5
RX_576,-0.076769,52.807924,1.5
RX_577,-0.076712,52.807904,1.5
RX_578,-0.076657,52.807883,1.5
RX_579,-0.076601,52.807863,1.5
RX_580,-0.076546,52.807843,1.5
RX_581,-0.07652,52.807833,1.5
RX_582,-0.076486,52.807822,1.5
RX_583,-0.076436,52.807805,1.5
RX_584,-0.076387,52.807788,1.5
RX_585,-0.076339,52.807771,1.5
RX_586,-0.07629,52.807754,1.5
RX_587,-0.076253,52.807742,1.5
RX_588,-0.076234,52.807735,1.5
RX_589,-0.076181,52.807719,1.5
RX_590,-0.076128,52.807702,1.5
RX_591,-0.076075,52.807685,1.5
RX_592,-0.076022,52.807668,1.5
RX_593,-0.07598,52.807655,1.5
RX_594,-0.075962,52.80765,1.5
RX_595,-0.075909,52.807634,1.5
RX_596,-0.075857,52.807618,1.5
RX_597,-0.075804,52.807603,1.5
RX_598,-0.075751,52.807587,1.5
RX_599,-0.075705,52.807573,1.5
RX_600,-0.07569,52.807569,1.5
RX_601,-0.075635,52.807552,1.5
RX_602,-0.075582,52.807536,1.5
RX_603,-0.075529,52.80752,1.5
RX_604,-0.075474,52.807504,1.5
RX_605,-0.075433,52.807492,1.5
RX_606,-0.07541,52.807486,1.5
RX_607,-0.075357,52.807472,1.5
RX_608,-0.075302,52.807457,1.5
RX_609,-0.075247,52.807443,1.5
RX_610,-0.075193,52.807429,1.5
RX_611,-0.075167,52.807422,1.5
RX_612,-0.07513,52.807412,1.5
RX_613,-0.075078,52.807399,1.5
RX_614,-0.075028,52.807385,1.5
RX_615,-0.074977,52.807372,1.5
RX_616,-0.074925,52.807359,1.5
RX_617,-0.074912,52.807355,1.5
RX_618,-0.074856,52.807342,1.5
RX_619,-0.074801,52.807329,1.5
RX_620,-0.074746,52.807317,1.5
RX_621,-0.07469,52.807303,1.5
RX_622,-0.074647,52.807293,1.5
RX_623,-0.074624,52.807288,1.5
RX_624,-0.074571,52.807277,1.5
RX_625,-0.074518,52.807265,1.5
RX_626,-0.074464,52.807253,1.5
RX_627,-0.07441,52.807241,1.5
RX_628,-0.074388,52.807237,1.5
RX_629,-0.074346,52.807227,1.5
RX_630,-0.074296,52.807215,1.5
RX_631,-0.074245,52.807203,1.5
RX_632,-0.074194,52.807191,1.5
RX_633,-0.074144,52.807179,1.5
RX_634,-0.074132,52.807177,1.5
RX_635,-0.074079,52.807165,1.5
RX_636,-0.074025,52.807154,1.5
RX_637,-0.073972,52.807142,1.5
RX_638,-0.07392,52.807131,1.5
RX_639,-0.073893,52.807125,1.5
RX_640,-0.073856,52.807117,1.5
RX_641,-0.073804,52.807106,1.5
RX_642,-0.073752,52.807096,1.5
RX_643,-0.073699,52.807084,1.5
RX_644,-0.073646,52.807074,1.5
RX_645,-0.073633,52.807071,1.5
RX_646,-0.073578,52.807059,1.5
RX_647,-0.073523,52.807047,1.5
RX_648,-0.073469,52.807036,1.5
RX_649,-0.073415,52.807024,1.5
RX_650,-0.073397,52.80702,1.5
RX_651,-0.073351,52.80701,1.5
RX_652,-0.073302,52.806999,1.5
RX_653,-0.073252,52.806988,1.5
RX_654,-0.073202,52.806977,1.5
RX_655,-0.073157,52.806967,1.5
RX_656,-0.073141,52.806963,1.5
RX_657,-0.073089,52.806951,1.5
RX_658,-0.073037,52.80694,1.5
RX_659,-0.072986,52.806928,1.5
RX_660,-0.072934,52.806917,1.5
RX_661,-0.072905,52.80691,1.5
RX_662,-0.072872,52.806903,1.5
RX_663,-0.07282,52.806891,1.5
RX_664,-0.072768,52.80688,1.5
RX_665,-0.072717,52.806869,1.5
RX_666,-0.072666,52.806858,1.5
RX_667,-0.072653,52.806855,1.5
