meas_lon,meas_lat,meas_pl_db,matched_rx_name,match_distance_m
-0.0613,51.5489,167.22,RX_3190,0.00020452654610181268
-0.0612,51.5489,168.41,RX_3194,5.035536521561474e-05
-0.0612,51.5489,168.7,RX_3194,5.035536521561474e-05
-0.0612,51.5489,171.34,RX_3194,5.035536521561474e-05
-0.0611,51.5489,170.71,RX_3196,0.00016225183402081904
-0.0611,51.5489,171.82999999999998,RX_3196,0.00016225183402081904
-0.061,51.549,170.13,RX_3198,9.669027448829675e-05
-0.061,51.549,172.92000000000002,RX_3198,9.669027448829675e-05
-0.0609,51.549,169.69,RX_3200,0.00015410814471707545
-0.0609,51.549,169.11,RX_3200,0.00015410814471707545
-0.0608,51.549,171.68,RX_3201,0.00010742172283445406
-0.0608,51.549,171.74,RX_3201,0.00010742172283445406
-0.0607,51.549,170.32999999999998,RX_3203,0.00010674453000782649
-0.0607,51.549,163.64,RX_3203,0.00010674453000782649
-0.0606,51.549,165.87,RX_3205,0.00014936166342094837
-0.0606,51.549,168.51,RX_3205,0.00014936166342094837
-0.0605,51.549,168.46,RX_3207,0.00011432637131296883
-0.0605,51.549,168.2,RX_3207,0.00011432637131296883
-0.0604,51.549,168.91,RX_3209,0.00010268460117710982
-0.0604,51.5491,167.94,RX_3210,6.128470716357618e-05
-0.0604,51.5491,166.57,RX_3210,6.128470716357618e-05
-0.0603,51.5491,167.79000000000002,RX_3212,0.00014346139540556484
-0.0603,51.5492,168.13,RX_3213,0.000124627253004176
-0.0602,51.5492,169.07999999999998,RX_3214,0.0001267878583733583
-0.0602,51.5493,171.62,RX_3218,0.00010915672237779763
-0.0602,51.5493,173.57,RX_3218,0.00010915672237779763
-0.0602,51.5493,172.59,RX_3218,0.00010915672237779763
-0.0602,51.5493,171.51999999999998,RX_3218,0.00010915672237779763
-0.0602,51.5493,169.72,RX_3218,0.00010915672237779763
-0.0601,51.5493,170.63,RX_3220,1.7235912968429213e-05
