Site name: Scar Hill ,,,,
Site latitude (deg): 57.1887 ,,,,
Site longitude (deg): -2.8547 ,,,,
Frequency (MHz): 915.95 ,,,,
Tx antenna height (m): 17 ,,,,
Adjusted e.i.r.p. (dBm): 46.9 ,,,,
Rx antenna height (m): 1.5 ,,,,
System noise floor (dBm): -124 ,,,,
Number of records: 143541 ,,,,
Date (dd.mm.yyyy), Time (hh:mm:ss), Rx Latitude (deg), Rx Longitude (deg), Local mean measurement (dBm) 
05.09.2018, 14:17:44,57.19341,-3.089388,-92.53
05.09.2018, 14:17:45,57.193523,-3.089307,-88.45
05.09.2018, 14:17:46,57.193611,-3.089202,-90.23
05.09.2018, 14:17:47,57.193692,-3.089085,-91.04
05.09.2018, 14:17:48,57.193765,-3.088966,-91
05.09.2018, 14:17:48,57.193842,-3.088837,-91.71
05.09.2018, 14:17:49,57.193939,-3.088664,-92.21
05.09.2018, 14:17:50,57.194024,-3.088521,-91.5
05.09.2018, 14:17:51,57.19411,-3.088375,-89.68
05.09.2018, 14:17:52,57.194192,-3.088237,-89.51
05.09.2018, 14:17:53,57.194274,-3.088102,-91.16
05.09.2018, 14:17:54,57.194358,-3.087959,-92.42
05.09.2018, 14:17:54,57.194442,-3.087812,-90.86
05.09.2018, 14:17:55,57.19453,-3.087657,-90.55
05.09.2018, 14:17:57,57.194627,-3.087502,-89.73
05.09.2018, 14:17:58,57.194729,-3.08733,-89.05
05.09.2018, 14:17:59,57.194827,-3.087174,-90.01
05.09.2018, 14:18:01,57.19492,-3.087047,-90.42
05.09.2018, 14:18:03,57.195005,-3.086898,-95.2
05.09.2018, 14:18:05,57.195063,-3.086758,-91.68
05.09.2018, 14:18:07,57.195114,-3.086605,-92.08
05.09.2018, 14:18:08,57.19517,-3.086441,-89.65
05.09.2018, 14:18:09,57.195232,-3.08627,-87.81
05.09.2018, 14:18:10,57.195289,-3.086104,-88.39
05.09.2018, 14:18:11,57.195341,-3.085945,-90.21
05.09.2018, 14:18:12,57.195387,-3.085794,-89.32
05.09.2018, 14:18:13,57.195434,-3.085631,-89.64
05.09.2018, 14:18:14,57.19548,-3.085464,-87.47
05.09.2018, 14:18:14,57.195527,-3.08529,-88.69
05.09.2018, 14:18:15,57.195575,-3.085074,-88.53
05.09.2018, 14:18:16,57.195617,-3.084888,-87.56
05.09.2018, 14:18:17,57.195658,-3.084702,-89.25
05.09.2018, 14:18:17,57.195697,-3.084517,-86.71
05.09.2018, 14:18:18,57.195742,-3.084289,-87.95
05.09.2018, 14:18:19,57.195775,-3.084113,-89.64
05.09.2018, 14:18:20,57.195806,-3.083925,-88.93
05.09.2018, 14:18:20,57.195839,-3.08371,-89.63
05.09.2018, 14:18:21,57.195877,-3.083463,-92.43
05.09.2018, 14:18:22,57.195902,-3.083264,-91.1
05.09.2018, 14:18:23,57.195925,-3.083063,-94.73
05.09.2018, 14:18:24,57.195948,-3.082856,-94.02
05.09.2018, 14:18:25,57.195976,-3.082639,-89.25
05.09.2018, 14:18:26,57.196009,-3.082407,-93.79
05.09.2018, 14:18:27,57.196051,-3.082201,-93.39
05.09.2018, 14:18:28,57.196111,-3.082022,-100.01
05.09.2018, 14:18:29,57.196182,-3.081858,-101.39
05.09.2018, 14:18:30,57.196266,-3.081721,-99.2
05.09.2018, 14:18:31,57.196366,-3.081613,-96.58
05.09.2018, 14:18:32,57.196471,-3.081559,-94.02
05.09.2018, 14:18:33,57.196584,-3.081547,-93.58
05.09.2018, 14:18:34,57.196696,-3.081542,-92.33
05.09.2018, 14:18:35,57.1968,-3.08151,-91.8
05.09.2018, 14:18:36,57.196902,-3.081438,-91.47
05.09.2018, 14:18:37,57.196988,-3.081324,-90.7
05.09.2018, 14:18:38,57.197069,-3.081193,-88.15
05.09.2018, 14:18:39,57.197138,-3.081047,-84.84
05.09.2018, 14:18:40,57.197208,-3.080877,-86.61
05.09.2018, 14:18:41,57.197283,-3.080708,-88.74
05.09.2018, 14:18:42,57.197373,-3.080567,-91.53
05.09.2018, 14:18:43,57.197468,-3.080443,-93.85
05.09.2018, 14:18:44,57.197572,-3.08035,-89.7
05.09.2018, 14:18:45,57.197677,-3.080313,-89.5
05.09.2018, 14:18:46,57.197783,-3.080327,-89.15
05.09.2018, 14:18:47,57.197893,-3.080381,-89.01
05.09.2018, 14:18:48,57.198003,-3.080447,-90.24
05.09.2018, 14:18:49,57.198113,-3.080511,-92.89
05.09.2018, 14:18:50,57.198218,-3.080575,-94.97
05.09.2018, 14:18:51,57.198339,-3.080647,-94.14
05.09.2018, 14:18:53,57.198454,-3.080711,-92.25
05.09.2018, 14:18:54,57.19857,-3.080743,-93.42
05.09.2018, 14:18:55,57.198683,-3.080731,-92.33
05.09.2018, 14:18:56,57.198788,-3.080674,-95.12
05.09.2018, 14:18:57,57.19888,-3.080589,-96.91
05.09.2018, 14:18:58,57.198973,-3.080487,-97.68
05.09.2018, 14:18:59,57.19907,-3.080378,-95.58
05.09.2018, 14:18:59,57.199168,-3.080267,-96.51
05.09.2018, 14:19:00,57.199272,-3.080169,-93.51
05.09.2018, 14:19:01,57.19938,-3.080098,-93.28
05.09.2018, 14:19:02,57.199485,-3.080032,-94.71
05.09.2018, 14:19:03,57.199585,-3.079951,-94.69
05.09.2018, 14:19:04,57.199669,-3.079838,-90.77
05.09.2018, 14:19:05,57.199747,-3.0797,-87.72
05.09.2018, 14:19:06,57.199815,-3.079541,-89.87
05.09.2018, 14:19:07,57.199876,-3.07938,-88.22
05.09.2018, 14:19:08,57.199925,-3.079201,-91.53
05.09.2018, 14:19:09,57.199978,-3.079,-89.51
05.09.2018, 14:19:10,57.200037,-3.078791,-90.99
05.09.2018, 14:19:11,57.200089,-3.078616,-87.81
05.09.2018, 14:19:12,57.200141,-3.078437,-88.12
05.09.2018, 14:19:13,57.200191,-3.078256,-88.94
05.09.2018, 14:19:14,57.200241,-3.078074,-89.27
05.09.2018, 14:19:14,57.20029,-3.077892,-86.39
05.09.2018, 14:19:15,57.200345,-3.077713,-90.02
05.09.2018, 14:19:16,57.200403,-3.077503,-86.13
05.09.2018, 14:19:17,57.200459,-3.077311,-86.37
05.09.2018, 14:19:18,57.200513,-3.077139,-83.37
05.09.2018, 14:19:19,57.200576,-3.076965,-85.01
05.09.2018, 14:19:20,57.200637,-3.076785,-86.49
05.09.2018, 14:19:21,57.20069,-3.076627,-85.91
05.09.2018, 14:19:22,57.200745,-3.076481,-85.66
05.09.2018, 14:19:23,57.200816,-3.076288,-83.08
05.09.2018, 14:19:23,57.200883,-3.076116,-83.86
05.09.2018, 14:19:24,57.20095,-3.075951,-81.14
05.09.2018, 14:19:25,57.201013,-3.075771,-88.5
05.09.2018, 14:19:26,57.20108,-3.075598,-92.07
05.09.2018, 14:19:27,57.201144,-3.075417,-88.76
05.09.2018, 14:19:28,57.20121,-3.075252,-89.86
05.09.2018, 14:19:29,57.201286,-3.075087,-90.91
05.09.2018, 14:19:30,57.201365,-3.074928,-89.52
05.09.2018, 14:19:31,57.201448,-3.074782,-89.45
05.09.2018, 14:19:32,57.201537,-3.074652,-88.49
05.09.2018, 14:19:33,57.201632,-3.074524,-88.96
05.09.2018, 14:19:34,57.201727,-3.074411,-86.6
05.09.2018, 14:19:36,57.201827,-3.074308,-89.25
05.09.2018, 14:19:37,57.201929,-3.074216,-89.81
05.09.2018, 14:19:38,57.20203,-3.074128,-91.87
05.09.2018, 14:19:39,57.202133,-3.074043,-92.83
05.09.2018, 14:19:40,57.202236,-3.073959,-92.58
05.09.2018, 14:19:41,57.202338,-3.073873,-89.75
05.09.2018, 14:19:42,57.202442,-3.073785,-89.2
05.09.2018, 14:19:43,57.202544,-3.073701,-90.56
05.09.2018, 14:19:44,57.202646,-3.07362,-91.2
05.09.2018, 14:19:45,57.202748,-3.07354,-92.43
05.09.2018, 14:19:46,57.202851,-3.073456,-94.61
05.09.2018, 14:19:47,57.202953,-3.07336,-92.86
05.09.2018, 14:19:48,57.203056,-3.073261,-93.55
05.09.2018, 14:19:49,57.203155,-3.073169,-92.23
05.09.2018, 14:19:50,57.203257,-3.073072,-91.74
05.09.2018, 14:19:51,57.203362,-3.07297,-91.94
05.09.2018, 14:19:52,57.203458,-3.072873,-91.09
05.09.2018, 14:19:53,57.203562,-3.072763,-90.82
05.09.2018, 14:19:54,57.203664,-3.072653,-90.31
05.09.2018, 14:19:55,57.203763,-3.072534,-88.98
05.09.2018, 14:19:56,57.203854,-3.072405,-89.16
05.09.2018, 14:19:57,57.203933,-3.072265,-87.72
05.09.2018, 14:19:58,57.203991,-3.0721,-88.83
05.09.2018, 14:19:59,57.204037,-3.071906,-89.7
05.09.2018, 14:20:01,57.20407,-3.071703,-89.92
05.09.2018, 14:20:02,57.204103,-3.071496,-90.6
05.09.2018, 14:20:03,57.204132,-3.071289,-93.72
05.09.2018, 14:20:04,57.20417,-3.071084,-91.89
05.09.2018, 14:20:05,57.204204,-3.070889,-92.31
05.09.2018, 14:20:06,57.204238,-3.070707,-91.69
05.09.2018, 14:20:07,57.204267,-3.070507,-94.06
05.09.2018, 14:20:08,57.20429,-3.070317,-92.77
05.09.2018, 14:20:09,57.204305,-3.070108,-94.48
05.09.2018, 14:20:10,57.204307,-3.069901,-92.16
05.09.2018, 14:20:11,57.204305,-3.069696,-93.6
05.09.2018, 14:20:12,57.2043,-3.069501,-93.54
05.09.2018, 14:20:13,57.204288,-3.069291,-93.34
05.09.2018, 14:20:14,57.204273,-3.06908,-94.03
05.09.2018, 14:20:15,57.204255,-3.068868,-94.26
05.09.2018, 14:20:16,57.204233,-3.068672,-94.5
05.09.2018, 14:20:17,57.204208,-3.068467,-94.49
05.09.2018, 14:20:18,57.204187,-3.068268,-94.88
05.09.2018, 14:20:19,57.204165,-3.06805,-92.8
05.09.2018, 14:20:20,57.204138,-3.067834,-87.25
05.09.2018, 14:20:21,57.204113,-3.067643,-85.32
05.09.2018, 14:20:22,57.204079,-3.067445,-85.81
05.09.2018, 14:20:23,57.20405,-3.067254,-87.26
05.09.2018, 14:20:23,57.204028,-3.067072,-89.62
05.09.2018, 14:20:24,57.203999,-3.066825,-89.55
05.09.2018, 14:20:25,57.203972,-3.066635,-87.51
05.09.2018, 14:20:26,57.203942,-3.066449,-87.69
05.09.2018, 14:20:26,57.203908,-3.066264,-86.92
05.09.2018, 14:20:27,57.203863,-3.066038,-89.66
05.09.2018, 14:20:28,57.203824,-3.06585,-85.35
05.09.2018, 14:20:29,57.203782,-3.065664,-86.61
05.09.2018, 14:20:29,57.20374,-3.065478,-89.49
05.09.2018, 14:20:30,57.20369,-3.065253,-89.63
05.09.2018, 14:20:31,57.203647,-3.065062,-88.93
05.09.2018, 14:20:32,57.203605,-3.064877,-88.54
05.09.2018, 14:20:32,57.203562,-3.064692,-88.6
05.09.2018, 14:20:33,57.203515,-3.064485,-89.79
05.09.2018, 14:20:34,57.203469,-3.064288,-89.3
05.09.2018, 14:20:35,57.203429,-3.064109,-89.75
05.09.2018, 14:20:36,57.203392,-3.06393,-91.9
05.09.2018, 14:20:36,57.203355,-3.063743,-93.47
05.09.2018, 14:20:37,57.203312,-3.063549,-93.87
05.09.2018, 14:20:38,57.203271,-3.063345,-90.77
05.09.2018, 14:20:39,57.203235,-3.063146,-89.38
05.09.2018, 14:20:40,57.203203,-3.062954,-90.6
05.09.2018, 14:20:40,57.20317,-3.062741,-91.5
05.09.2018, 14:20:41,57.203142,-3.062538,-89.05
05.09.2018, 14:20:42,57.2031,-3.062309,-88.22
05.09.2018, 14:20:43,57.203052,-3.062118,-87.54
05.09.2018, 14:20:44,57.202991,-3.061927,-87.35
05.09.2018, 14:20:45,57.202923,-3.06172,-86.34
05.09.2018, 14:20:47,57.202847,-3.061481,-90.32
05.09.2018, 14:20:49,57.202805,-3.061298,-88.93
05.09.2018, 14:20:51,57.202771,-3.061141,-88.98
05.09.2018, 14:20:52,57.202733,-3.060962,-89.24
05.09.2018, 14:20:54,57.202703,-3.060777,-90.32
05.09.2018, 14:20:55,57.202674,-3.060541,-88.58
05.09.2018, 14:20:57,57.202652,-3.060293,-88.29
05.09.2018, 14:21:01,57.202616,-3.060097,-90.29
05.09.2018, 14:21:03,57.202566,-3.059948,-88.09
05.09.2018, 14:21:04,57.202523,-3.059815,-90.83
05.09.2018, 14:21:06,57.202476,-3.059655,-90.94
05.09.2018, 14:21:07,57.202422,-3.059488,-88.1
05.09.2018, 14:21:08,57.202363,-3.059326,-91.47
05.09.2018, 14:21:09,57.202303,-3.059167,-92.05
05.09.2018, 14:21:10,57.202237,-3.059006,-90.7
05.09.2018, 14:21:10,57.202164,-3.058846,-90.13
05.09.2018, 14:21:11,57.202089,-3.058702,-89.93
05.09.2018, 14:21:12,57.201998,-3.058573,-89.18
05.09.2018, 14:21:13,57.201907,-3.058468,-87.93
05.09.2018, 14:21:14,57.201823,-3.058367,-86.85
05.09.2018, 14:21:15,57.201735,-3.058264,-87.16
05.09.2018, 14:21:15,57.201646,-3.058161,-86.36
05.09.2018, 14:21:16,57.20155,-3.058045,-85.46
05.09.2018, 14:21:17,57.201443,-3.057941,-85.8
05.09.2018, 14:21:18,57.201351,-3.057858,-86.64
05.09.2018, 14:21:19,57.20126,-3.057778,-86.58
05.09.2018, 14:21:19,57.201169,-3.057696,-87.16
05.09.2018, 14:21:20,57.201038,-3.057574,-87.08
05.09.2018, 14:21:21,57.200943,-3.057477,-86.56
05.09.2018, 14:21:22,57.200854,-3.05738,-86.33
05.09.2018, 14:21:22,57.200768,-3.057283,-85.75
05.09.2018, 14:21:23,57.200648,-3.057168,-86.06
05.09.2018, 14:21:24,57.20055,-3.05708,-85.7
05.09.2018, 14:21:25,57.200459,-3.056998,-86.56
05.09.2018, 14:21:25,57.200355,-3.056903,-86.58
05.09.2018, 14:21:26,57.200247,-3.056802,-85.6
05.09.2018, 14:21:27,57.200152,-3.056691,-87.32
05.09.2018, 14:21:27,57.200065,-3.056575,-89.21
05.09.2018, 14:21:28,57.199967,-3.056411,-88.69
05.09.2018, 14:21:29,57.199894,-3.056283,-87.98
05.09.2018, 14:21:29,57.19982,-3.056152,-88.22
05.09.2018, 14:21:30,57.199727,-3.055973,-86.92
05.09.2018, 14:21:31,57.199657,-3.055821,-89.49
05.09.2018, 14:21:31,57.199588,-3.055667,-91.76
05.09.2018, 14:21:32,57.199501,-3.055466,-89.97
05.09.2018, 14:21:33,57.199443,-3.055301,-89.9
05.09.2018, 14:21:33,57.199388,-3.055135,-89.54
05.09.2018, 14:21:34,57.199324,-3.054921,-89.54
05.09.2018, 14:21:35,57.199277,-3.054742,-86.29
05.09.2018, 14:21:35,57.199233,-3.054563,-83.68
05.09.2018, 14:21:36,57.199181,-3.054339,-81.63
05.09.2018, 14:21:37,57.199146,-3.054156,-84.39
05.09.2018, 14:21:38,57.199113,-3.05397,-84.56
05.09.2018, 14:21:38,57.199078,-3.053752,-88
05.09.2018, 14:21:39,57.199053,-3.053534,-90.81
05.09.2018, 14:21:40,57.199027,-3.053346,-89.7
05.09.2018, 14:21:40,57.199,-3.053163,-87.62
05.09.2018, 14:21:41,57.198957,-3.052936,-82.48
05.09.2018, 14:21:42,57.198919,-3.052769,-82.33
05.09.2018, 14:21:42,57.198872,-3.052577,-82.86
05.09.2018, 14:21:43,57.198822,-3.052405,-82.49
05.09.2018, 14:21:43,57.198778,-3.052254,-82.87
05.09.2018, 14:21:44,57.198716,-3.052053,-78.8
05.09.2018, 14:21:45,57.198669,-3.0519,-84.96
05.09.2018, 14:21:45,57.198604,-3.05169,-76.33
05.09.2018, 14:21:46,57.198556,-3.051526,-79.1
05.09.2018, 14:21:46,57.198505,-3.051353,-78.11
05.09.2018, 14:21:47,57.198444,-3.051142,-79.41
05.09.2018, 14:21:47,57.198399,-3.050977,-83.8
05.09.2018, 14:21:48,57.198341,-3.05076,-85.46
05.09.2018, 14:21:49,57.198306,-3.050591,-81.95
05.09.2018, 14:21:49,57.19827,-3.050393,-82.13
05.09.2018, 14:21:50,57.198244,-3.050194,-81.09
05.09.2018, 14:21:50,57.198223,-3.050025,-80.35
05.09.2018, 14:21:51,57.198201,-3.049799,-79.26
05.09.2018, 14:21:51,57.198186,-3.049633,-79.53
05.09.2018, 14:21:52,57.198166,-3.049399,-78.2
05.09.2018, 14:21:53,57.19815,-3.049228,-81.56
05.09.2018, 14:21:53,57.198127,-3.048987,-83.72
05.09.2018, 14:21:54,57.198111,-3.048811,-84.69
05.09.2018, 14:21:54,57.198091,-3.048567,-82.14
05.09.2018, 14:21:55,57.198074,-3.048384,-81.37
05.09.2018, 14:21:55,57.198055,-3.048163,-83.23
05.09.2018, 14:21:56,57.198034,-3.047971,-81.39
05.09.2018, 14:21:56,57.198015,-3.047797,-78.95
05.09.2018, 14:21:57,57.197981,-3.047554,-81.78
05.09.2018, 14:21:57,57.197952,-3.047376,-81.35
05.09.2018, 14:21:58,57.197903,-3.047151,-81.5
05.09.2018, 14:21:59,57.197864,-3.046987,-82.76
05.09.2018, 14:21:59,57.197807,-3.046766,-80.26
05.09.2018, 14:22:00,57.197762,-3.046606,-81.18
05.09.2018, 14:22:00,57.197707,-3.046412,-84.73
05.09.2018, 14:22:01,57.19766,-3.04623,-86.26
05.09.2018, 14:22:01,57.19762,-3.046073,-86.77
05.09.2018, 14:22:02,57.197573,-3.045854,-85.32
05.09.2018, 14:22:02,57.19754,-3.045695,-86.68
05.09.2018, 14:22:03,57.197502,-3.045466,-85.02
05.09.2018, 14:22:03,57.197478,-3.045303,-84.13
05.09.2018, 14:22:04,57.197451,-3.045078,-84.47
05.09.2018, 14:22:04,57.197433,-3.044912,-86.1
05.09.2018, 14:22:05,57.19741,-3.044663,-87.4
05.09.2018, 14:22:05,57.197395,-3.044487,-86.66
05.09.2018, 14:22:06,57.197373,-3.044246,-85.05
05.09.2018, 14:22:07,57.197357,-3.044068,-85.75
05.09.2018, 14:22:07,57.197334,-3.043816,-85.15
05.09.2018, 14:22:08,57.197316,-3.043636,-85.82
05.09.2018, 14:22:08,57.197291,-3.043389,-87.12
05.09.2018, 14:22:09,57.19727,-3.04321,-87.39
05.09.2018, 14:22:09,57.197247,-3.043002,-85.92
05.09.2018, 14:22:10,57.197215,-3.042792,-86.62
05.09.2018, 14:22:10,57.197188,-3.042611,-87.81
05.09.2018, 14:22:11,57.197149,-3.042359,-87.84
05.09.2018, 14:22:12,57.197118,-3.04217,-85.88
05.09.2018, 14:22:12,57.197083,-3.04197,-84.49
05.09.2018, 14:22:13,57.197037,-3.041743,-86.59
05.09.2018, 14:22:14,57.196999,-3.041563,-88.12
05.09.2018, 14:22:14,57.196958,-3.041378,-88.84
05.09.2018, 14:22:15,57.196901,-3.041174,-87.73
05.09.2018, 14:22:16,57.196852,-3.041018,-86.78
05.09.2018, 14:22:16,57.19679,-3.040832,-88.44
05.09.2018, 14:22:17,57.196736,-3.040679,-88.43
05.09.2018, 14:22:17,57.196686,-3.040538,-88.85
05.09.2018, 14:22:18,57.196606,-3.040343,-89.22
05.09.2018, 14:22:18,57.196547,-3.040202,-88.07
05.09.2018, 14:22:19,57.196465,-3.040014,-88.1
05.09.2018, 14:22:20,57.196407,-3.039874,-86.83
05.09.2018, 14:22:20,57.196331,-3.03968,-86.94
05.09.2018, 14:22:21,57.196264,-3.039533,-86.77
05.09.2018, 14:22:21,57.196188,-3.039365,-86.82
05.09.2018, 14:22:22,57.196116,-3.039176,-77.72
05.09.2018, 14:22:22,57.196055,-3.039026,-80.86
05.09.2018, 14:22:23,57.195965,-3.038865,-83.33
05.09.2018, 14:22:24,57.1959,-3.038735,-82.25
05.09.2018, 14:22:24,57.195819,-3.03855,-87.21
05.09.2018, 14:22:25,57.195762,-3.038393,-88.6
05.09.2018, 14:22:25,57.195704,-3.038229,-87.52
05.09.2018, 14:22:26,57.195626,-3.03804,-89.35
05.09.2018, 14:22:27,57.195567,-3.037902,-85.94
05.09.2018, 14:22:27,57.195491,-3.037732,-84.79
05.09.2018, 14:22:28,57.195422,-3.037563,-88.97
05.09.2018, 14:22:28,57.195354,-3.03739,-87.2
05.09.2018, 14:22:29,57.195279,-3.037192,-84.81
05.09.2018, 14:22:30,57.195212,-3.037041,-88.5
05.09.2018, 14:22:30,57.195144,-3.036899,-90.24
05.09.2018, 14:22:31,57.19505,-3.03674,-88.36
05.09.2018, 14:22:32,57.194971,-3.036623,-89.92
05.09.2018, 14:22:32,57.19489,-3.036507,-89.34
05.09.2018, 14:22:33,57.194786,-3.036377,-89.21
05.09.2018, 14:22:34,57.194703,-3.036285,-89.93
05.09.2018, 14:22:34,57.194593,-3.036178,-92.45
05.09.2018, 14:22:35,57.194495,-3.036101,-92.46
05.09.2018, 14:22:35,57.194395,-3.036024,-95.64
05.09.2018, 14:22:36,57.194268,-3.035927,-91.72
05.09.2018, 14:22:37,57.194166,-3.035846,-95.12
05.09.2018, 14:22:38,57.194069,-3.035762,-94.64
05.09.2018, 14:22:38,57.193975,-3.03567,-94.29
05.09.2018, 14:22:39,57.193868,-3.035548,-95.83
05.09.2018, 14:22:40,57.193783,-3.035435,-94.39
05.09.2018, 14:22:40,57.1937,-3.035314,-92.79
05.09.2018, 14:22:41,57.193603,-3.035153,-92.64
05.09.2018, 14:22:42,57.193529,-3.035005,-92.3
05.09.2018, 14:22:43,57.193462,-3.034861,-92.73
05.09.2018, 14:22:43,57.193395,-3.034703,-91.62
05.09.2018, 14:22:44,57.193331,-3.034504,-90.34
05.09.2018, 14:22:45,57.193283,-3.034337,-90.89
05.09.2018, 14:22:45,57.193233,-3.034158,-91.27
05.09.2018, 14:22:46,57.193192,-3.033953,-91.5
05.09.2018, 14:22:46,57.19316,-3.033781,-90.61
05.09.2018, 14:22:47,57.193125,-3.033548,-87.82
05.09.2018, 14:22:48,57.193099,-3.033358,-85.62
05.09.2018, 14:22:48,57.193072,-3.03314,-87.31
05.09.2018, 14:22:49,57.193059,-3.032916,-86.92
05.09.2018, 14:22:49,57.193054,-3.032733,-89.3
05.09.2018, 14:22:50,57.193055,-3.032499,-87.12
05.09.2018, 14:22:51,57.19306,-3.032322,-88.2
05.09.2018, 14:22:51,57.193068,-3.032103,-87.71
05.09.2018, 14:22:52,57.193084,-3.031912,-90.28
05.09.2018, 14:22:52,57.193098,-3.031737,-91.71
05.09.2018, 14:22:53,57.193125,-3.03149,-90.88
05.09.2018, 14:22:53,57.193145,-3.031315,-90.28
05.09.2018, 14:22:54,57.193173,-3.031075,-91.5
05.09.2018, 14:22:54,57.193194,-3.030899,-91.28
05.09.2018, 14:22:55,57.193223,-3.030647,-91.17
05.09.2018, 14:22:55,57.193242,-3.030468,-90.62
05.09.2018, 14:22:56,57.193265,-3.030231,-91.6
05.09.2018, 14:22:56,57.193281,-3.03006,-89.44
05.09.2018, 14:22:57,57.193303,-3.029825,-88.69
05.09.2018, 14:22:57,57.193317,-3.029671,-89.66
05.09.2018, 14:22:58,57.193337,-3.029466,-89.73
05.09.2018, 14:22:58,57.193351,-3.029315,-89.87
05.09.2018, 14:22:59,57.19338,-3.029042,-91.24
05.09.2018, 14:22:59,57.193399,-3.02886,-91.51
05.09.2018, 14:23:00,57.193422,-3.028623,-89.84
05.09.2018, 14:23:00,57.193439,-3.028453,-90.75
05.09.2018, 14:23:01,57.193464,-3.028203,-90.84
05.09.2018, 14:23:01,57.193482,-3.028028,-90.07
05.09.2018, 14:23:02,57.193509,-3.027786,-88.81
05.09.2018, 14:23:02,57.193527,-3.027616,-88.15
05.09.2018, 14:23:03,57.193552,-3.027384,-89.21
05.09.2018, 14:23:03,57.193569,-3.027217,-90.71
05.09.2018, 14:23:04,57.193595,-3.026977,-89.82
05.09.2018, 14:23:04,57.193613,-3.026803,-91.16
05.09.2018, 14:23:05,57.193639,-3.02655,-89.57
05.09.2018, 14:23:05,57.193657,-3.026372,-89.95
05.09.2018, 14:23:06,57.193682,-3.026137,-88.91
05.09.2018, 14:23:07,57.193702,-3.02596,-88.59
05.09.2018, 14:23:07,57.193729,-3.025705,-89.7
05.09.2018, 14:23:08,57.193749,-3.025524,-90.32
05.09.2018, 14:23:08,57.193775,-3.025281,-90.1
05.09.2018, 14:23:09,57.193792,-3.025099,-89.01
05.09.2018, 14:23:09,57.19381,-3.024903,-90.13
05.09.2018, 14:23:10,57.193836,-3.024666,-91.03
05.09.2018, 14:23:10,57.193855,-3.024479,-90.23
05.09.2018, 14:23:11,57.19388,-3.024236,-89.96
05.09.2018, 14:23:12,57.193906,-3.024052,-89.23
05.09.2018, 14:23:12,57.193934,-3.023864,-89.63
05.09.2018, 14:23:13,57.193981,-3.023635,-91.21
05.09.2018, 14:23:14,57.194018,-3.023454,-90.18
05.09.2018, 14:23:14,57.194055,-3.023268,-91.61
05.09.2018, 14:23:15,57.194107,-3.023054,-92.35
05.09.2018, 14:23:16,57.194152,-3.022895,-89.76
05.09.2018, 14:23:16,57.194216,-3.022705,-91.6
05.09.2018, 14:23:17,57.194274,-3.022548,-90.92
05.09.2018, 14:23:17,57.194331,-3.022397,-93.27
05.09.2018, 14:23:18,57.194411,-3.022208,-92.31
05.09.2018, 14:23:19,57.194472,-3.022068,-91.73
05.09.2018, 14:23:19,57.194553,-3.02188,-92.75
05.09.2018, 14:23:20,57.194621,-3.02175,-92.17
05.09.2018, 14:23:20,57.19471,-3.021585,-92.38
05.09.2018, 14:23:21,57.194777,-3.021452,-91.44
05.09.2018, 14:23:21,57.194852,-3.021302,-92.08
05.09.2018, 14:23:22,57.194921,-3.021144,-90.8
05.09.2018, 14:23:22,57.19499,-3.020988,-91.34
05.09.2018, 14:23:23,57.195065,-3.020829,-90.43
05.09.2018, 14:23:23,57.195137,-3.020677,-91.34
05.09.2018, 14:23:24,57.195214,-3.020532,-89.8
05.09.2018, 14:23:24,57.195295,-3.020382,-90.49
05.09.2018, 14:23:25,57.195373,-3.020241,-89.11
05.09.2018, 14:23:25,57.195463,-3.020077,-89.35
05.09.2018, 14:23:26,57.195542,-3.019948,-89.05
05.09.2018, 14:23:26,57.195643,-3.019783,-89
05.09.2018, 14:23:27,57.195709,-3.019671,-89.8
05.09.2018, 14:23:27,57.195802,-3.019513,-88.49
05.09.2018, 14:23:28,57.195875,-3.01941,-88.21
05.09.2018, 14:23:28,57.19598,-3.019265,-85.45
05.09.2018, 14:23:29,57.196043,-3.019167,-84.14
05.09.2018, 14:23:29,57.196129,-3.019027,-83
05.09.2018, 14:23:30,57.196199,-3.018911,-84.5
05.09.2018, 14:23:30,57.196308,-3.018721,-84.79
05.09.2018, 14:23:31,57.196385,-3.018605,-84.38
05.09.2018, 14:23:31,57.196494,-3.018447,-83.71
05.09.2018, 14:23:32,57.196565,-3.018331,-84.46
05.09.2018, 14:23:32,57.196662,-3.018167,-86.17
05.09.2018, 14:23:33,57.196735,-3.018043,-87.16
05.09.2018, 14:23:33,57.196823,-3.017895,-86.14
05.09.2018, 14:23:34,57.196911,-3.017754,-85.12
05.09.2018, 14:23:34,57.196987,-3.01763,-85.2
05.09.2018, 14:23:35,57.197086,-3.017467,-83.67
05.09.2018, 14:23:36,57.197162,-3.017338,-82.33
05.09.2018, 14:23:36,57.197264,-3.017159,-83.74
05.09.2018, 14:23:37,57.197344,-3.017017,-81.93
05.09.2018, 14:23:37,57.197426,-3.016873,-84.39
05.09.2018, 14:23:38,57.197523,-3.016711,-84.17
05.09.2018, 14:23:39,57.197597,-3.016575,-83.97
05.09.2018, 14:23:39,57.197672,-3.016434,-83.3
05.09.2018, 14:23:40,57.197762,-3.01627,-83.25
05.09.2018, 14:23:41,57.197857,-3.016103,-83.32
05.09.2018, 14:23:42,57.197943,-3.01595,-81.35
05.09.2018, 14:23:43,57.198032,-3.0158,-80.33
05.09.2018, 14:23:44,57.198116,-3.015671,-83.99
