Site name: Scar Hill ,,,,
Site latitude (deg): 57.1887 ,,,,
Site longitude (deg): -2.8547 ,,,,
Frequency (MHz): 915.95 ,,,,
Tx antenna height (m): 17 ,,,,
Adjusted e.i.r.p. (dBm): 46.9 ,,,,
Rx antenna height (m): 1.5 ,,,,
System noise floor (dBm): -124 ,,,,
Number of records: 143541 ,,,,
Date (dd.mm.yyyy), Time (hh:mm:ss), Rx Latitude (deg), Rx Longitude (deg), Local mean measurement (dBm) 
01.09.2018, 10:06:13,57.185928,-2.861288,-37.14
01.09.2018, 10:06:26,57.185964,-2.861107,-35.01
01.09.2018, 10:06:29,57.185989,-2.860942,-34.66
01.09.2018, 10:06:31,57.186019,-2.860736,-34.8
01.09.2018, 10:06:33,57.186051,-2.860527,-35.55
01.09.2018, 10:06:36,57.186095,-2.860317,-35.99
01.09.2018, 10:06:38,57.18614,-2.860127,-37.65
01.09.2018, 10:06:40,57.186192,-2.859944,-37.25
01.09.2018, 10:06:42,57.186249,-2.859764,-37.25
01.09.2018, 10:06:45,57.186298,-2.859573,-38.19
01.09.2018, 10:06:47,57.186342,-2.859382,-37.31
01.09.2018, 10:06:48,57.186386,-2.859184,-36.8
01.09.2018, 10:06:51,57.186422,-2.858975,-37.47
01.09.2018, 10:06:53,57.186443,-2.858775,-38.58
01.09.2018, 10:06:55,57.186464,-2.858584,-38.3
01.09.2018, 10:06:57,57.186499,-2.858358,-38.57
01.09.2018, 10:07:00,57.186529,-2.85818,-42.1
01.09.2018, 10:07:02,57.186563,-2.857957,-42.11
01.09.2018, 10:07:05,57.186597,-2.857755,-44.08
01.09.2018, 10:07:07,57.186625,-2.857557,-43.03
01.09.2018, 10:07:10,57.186647,-2.857358,-44.99
01.09.2018, 10:07:12,57.18668,-2.857157,-42.92
01.09.2018, 10:07:14,57.186706,-2.856939,-46.69
01.09.2018, 10:07:17,57.186726,-2.856732,-43.18
01.09.2018, 10:07:19,57.186747,-2.856525,-41.9
01.09.2018, 10:07:22,57.186748,-2.856298,-42.33
01.09.2018, 10:07:24,57.186751,-2.856085,-42.68
01.09.2018, 10:07:27,57.186754,-2.85589,-43.7
01.09.2018, 10:07:30,57.186763,-2.85567,-46.6
01.09.2018, 10:07:32,57.186766,-2.855462,-42.45
01.09.2018, 10:07:35,57.18677,-2.855257,-40.81
01.09.2018, 10:07:37,57.186768,-2.855037,-40.93
01.09.2018, 10:07:40,57.186761,-2.854829,-40.9
01.09.2018, 10:07:42,57.186745,-2.854603,-47.15
01.09.2018, 10:07:45,57.186723,-2.854408,-43.28
01.09.2018, 10:07:47,57.1867,-2.854218,-43.56
01.09.2018, 10:07:49,57.18667,-2.854024,-44.21
01.09.2018, 10:07:51,57.186643,-2.853803,-43.89
01.09.2018, 10:07:54,57.186621,-2.853575,-43.05
01.09.2018, 10:07:58,57.186581,-2.853362,-43.55
01.09.2018, 10:08:01,57.186558,-2.853172,-47.18
01.09.2018, 10:08:05,57.186528,-2.852948,-49.11
01.09.2018, 10:08:10,57.186506,-2.852707,-49.71
01.09.2018, 10:08:16,57.186483,-2.852549,-48.99
01.09.2018, 10:08:19,57.186458,-2.852368,-46.56
01.09.2018, 10:08:21,57.186435,-2.852185,-45.48
01.09.2018, 10:08:24,57.186407,-2.85199,-45.35
01.09.2018, 10:08:26,57.186385,-2.851774,-45.53
01.09.2018, 10:08:29,57.186355,-2.851573,-45.37
01.09.2018, 10:08:32,57.186333,-2.851368,-43.15
01.09.2018, 10:08:34,57.186323,-2.851153,-45.55
01.09.2018, 10:08:37,57.186306,-2.850956,-46.08
01.09.2018, 10:08:39,57.186299,-2.850744,-48.41
01.09.2018, 10:08:42,57.186283,-2.850545,-49.31
01.09.2018, 10:08:44,57.186267,-2.850342,-51.68
01.09.2018, 10:08:46,57.18626,-2.850118,-52.43
01.09.2018, 10:08:49,57.18625,-2.849897,-51.75
01.09.2018, 10:08:51,57.186253,-2.849676,-53.86
01.09.2018, 10:08:54,57.18625,-2.849482,-55.06
01.09.2018, 10:08:56,57.186236,-2.849277,-53.43
01.09.2018, 10:08:59,57.186219,-2.849076,-54.15
01.09.2018, 10:09:01,57.186187,-2.848863,-54.64
01.09.2018, 10:09:04,57.186151,-2.848662,-53.04
01.09.2018, 10:09:08,57.1861,-2.848463,-52.11
01.09.2018, 10:09:11,57.186058,-2.848295,-49.26
01.09.2018, 10:09:13,57.185994,-2.848141,-45.33
01.09.2018, 10:09:16,57.185925,-2.847972,-45.5
01.09.2018, 10:09:19,57.185867,-2.84775,-44.89
01.09.2018, 10:09:39,57.185812,-2.84748,-47.21
01.09.2018, 10:10:05,57.185778,-2.847369,-44.96
01.09.2018, 10:10:25,57.1857,-2.847083,-47.64
01.09.2018, 10:11:06,57.185671,-2.846995,-55.99
01.09.2018, 10:11:12,57.185599,-2.846703,-55.35
01.09.2018, 10:11:24,57.185621,-2.846794,-54.67
01.09.2018, 10:11:29,57.185669,-2.846997,-52
01.09.2018, 10:11:34,57.185718,-2.847195,-44.51
01.09.2018, 10:11:42,57.185781,-2.84742,-46.07
01.09.2018, 10:11:53,57.185869,-2.847605,-45.39
01.09.2018, 10:12:02,57.185883,-2.847662,-44.03
01.09.2018, 10:12:06,57.185911,-2.847855,-43.67
01.09.2018, 10:12:10,57.185957,-2.848058,-44.89
01.09.2018, 10:12:14,57.185955,-2.848271,-50.18
01.09.2018, 10:12:16,57.185948,-2.84846,-47.56
01.09.2018, 10:12:18,57.185934,-2.84867,-52.17
01.09.2018, 10:12:21,57.185921,-2.848897,-53.99
01.09.2018, 10:12:24,57.185883,-2.849111,-56.33
01.09.2018, 10:12:27,57.185814,-2.849249,-54.99
01.09.2018, 10:12:30,57.185717,-2.849357,-49.58
01.09.2018, 10:12:32,57.185604,-2.849377,-50.12
01.09.2018, 10:12:35,57.185485,-2.849291,-50.74
01.09.2018, 10:12:37,57.185399,-2.849147,-50.57
01.09.2018, 10:12:40,57.185323,-2.848983,-48.08
01.09.2018, 10:18:39,57.185237,-2.8488,-46.59
01.09.2018, 10:20:00,57.18517,-2.848684,-47.08
01.09.2018, 10:20:03,57.185084,-2.848541,-46.42
01.09.2018, 10:20:05,57.18499,-2.848413,-54.56
01.09.2018, 10:20:08,57.1849,-2.848304,-56.23
01.09.2018, 10:20:10,57.184801,-2.848191,-58.02
01.09.2018, 10:20:12,57.184709,-2.848078,-55.78
01.09.2018, 10:20:15,57.184615,-2.84795,-56.06
01.09.2018, 10:20:17,57.184525,-2.847817,-58.91
01.09.2018, 10:20:19,57.18443,-2.847683,-57.43
01.09.2018, 10:20:22,57.184331,-2.847569,-60.21
01.09.2018, 10:20:24,57.184214,-2.847457,-64.56
01.09.2018, 10:20:27,57.184114,-2.847397,-67.21
01.09.2018, 10:20:29,57.184013,-2.847324,-68.17
01.09.2018, 10:20:32,57.183905,-2.847257,-69.88
01.09.2018, 10:20:34,57.183801,-2.847203,-66.56
01.09.2018, 10:20:36,57.183695,-2.847138,-66.51
01.09.2018, 10:20:38,57.183592,-2.847072,-68.61
01.09.2018, 10:20:40,57.183485,-2.846989,-69.43
01.09.2018, 10:20:43,57.183379,-2.846899,-68.95
01.09.2018, 10:20:45,57.183281,-2.846819,-65.69
01.09.2018, 10:20:47,57.183175,-2.846743,-64.64
01.09.2018, 10:20:49,57.183064,-2.84667,-65.18
01.09.2018, 10:20:51,57.18295,-2.846621,-65.97
01.09.2018, 10:20:54,57.182838,-2.846587,-68.58
01.09.2018, 10:20:56,57.182724,-2.846561,-68.97
01.09.2018, 10:20:59,57.182615,-2.846532,-66.26
01.09.2018, 10:21:01,57.182515,-2.846528,-65.87
01.09.2018, 10:21:03,57.182402,-2.846517,-68.63
01.09.2018, 10:21:06,57.182288,-2.846516,-71.53
01.09.2018, 10:21:09,57.182169,-2.84653,-69.79
01.09.2018, 10:21:11,57.182058,-2.846554,-70.09
01.09.2018, 10:21:14,57.18195,-2.846575,-73.11
01.09.2018, 10:21:17,57.181843,-2.846613,-74.27
01.09.2018, 10:21:19,57.181738,-2.846673,-72.2
01.09.2018, 10:21:22,57.181632,-2.846732,-73.68
01.09.2018, 10:21:24,57.181527,-2.846822,-74.22
01.09.2018, 10:21:27,57.181433,-2.846926,-71.22
01.09.2018, 10:21:29,57.181349,-2.847062,-72.46
01.09.2018, 10:21:32,57.181274,-2.847213,-74.27
01.09.2018, 10:21:34,57.181193,-2.847376,-74.67
01.09.2018, 10:21:37,57.181108,-2.847519,-74.88
01.09.2018, 10:21:39,57.181022,-2.847661,-74.69
01.09.2018, 10:21:42,57.180925,-2.847777,-73.39
01.09.2018, 10:21:45,57.180827,-2.847865,-73.57
01.09.2018, 10:21:47,57.180732,-2.847936,-73.41
01.09.2018, 10:21:50,57.180626,-2.848012,-74.18
01.09.2018, 10:21:52,57.180522,-2.84808,-73.64
01.09.2018, 10:21:54,57.180416,-2.848161,-73.53
01.09.2018, 10:21:56,57.180306,-2.848247,-74.96
01.09.2018, 10:21:59,57.180206,-2.848329,-72.38
01.09.2018, 10:22:01,57.180109,-2.848422,-75.03
01.09.2018, 10:22:03,57.180001,-2.848531,-74.77
01.09.2018, 10:22:05,57.179913,-2.848623,-76.29
01.09.2018, 10:22:07,57.179825,-2.848721,-78.06
01.09.2018, 10:22:09,57.179728,-2.848835,-79.83
01.09.2018, 10:22:11,57.179633,-2.848932,-80.5
01.09.2018, 10:22:13,57.179533,-2.849049,-82.79
01.09.2018, 10:22:14,57.179432,-2.849141,-82.46
01.09.2018, 10:22:16,57.179329,-2.849225,-83.53
01.09.2018, 10:22:18,57.17922,-2.849303,-83.94
01.09.2018, 10:22:20,57.179114,-2.849375,-86.03
01.09.2018, 10:22:22,57.17901,-2.849431,-83.52
01.09.2018, 10:22:24,57.178902,-2.849484,-83.99
01.09.2018, 10:22:26,57.178758,-2.849484,-82.74
01.09.2018, 10:26:12,57.178565,-2.84929,-86.81
01.09.2018, 10:30:42,57.17854,-2.849179,-88.47
01.09.2018, 10:30:47,57.178532,-2.848988,-90.04
01.09.2018, 10:30:51,57.178608,-2.848803,-89.5
01.09.2018, 10:30:55,57.178687,-2.848648,-88.14
01.09.2018, 10:30:58,57.178737,-2.848463,-87.16
01.09.2018, 10:32:04,57.178773,-2.848183,-88.46
01.09.2018, 10:33:47,57.178777,-2.848068,-87.79
01.09.2018, 10:33:50,57.17879,-2.847876,-85.98
01.09.2018, 10:33:54,57.178805,-2.847626,-84.23
01.09.2018, 10:34:14,57.178834,-2.847351,-83.53
01.09.2018, 10:34:35,57.178845,-2.847231,-82.13
01.09.2018, 10:34:38,57.178868,-2.847048,-81.52
01.09.2018, 10:34:40,57.178888,-2.846843,-80.02
01.09.2018, 10:34:43,57.178905,-2.846619,-77.65
01.09.2018, 10:34:46,57.178909,-2.846414,-77.32
01.09.2018, 10:34:49,57.178897,-2.846224,-76.81
01.09.2018, 10:34:51,57.178872,-2.846018,-75.93
01.09.2018, 10:34:54,57.178841,-2.845834,-73.24
01.09.2018, 10:34:56,57.178809,-2.845643,-71.82
01.09.2018, 10:34:58,57.178776,-2.845441,-69.8
01.09.2018, 10:35:00,57.178721,-2.845258,-67.12
01.09.2018, 10:35:02,57.178662,-2.845101,-69.59
01.09.2018, 10:35:04,57.178585,-2.844941,-68.48
01.09.2018, 10:35:06,57.178519,-2.844783,-67.04
01.09.2018, 10:35:09,57.178449,-2.844616,-65.53
01.09.2018, 10:35:11,57.178381,-2.844454,-67.39
01.09.2018, 10:35:13,57.178322,-2.84429,-67.36
01.09.2018, 10:35:14,57.178271,-2.844096,-66.91
01.09.2018, 10:35:16,57.178239,-2.843896,-65.34
01.09.2018, 10:35:18,57.178219,-2.843689,-67.27
01.09.2018, 10:35:20,57.178194,-2.843471,-66.56
01.09.2018, 10:35:22,57.178163,-2.843258,-63.14
01.09.2018, 10:35:25,57.178129,-2.843063,-62.74
01.09.2018, 10:35:27,57.178086,-2.842862,-60.35
01.09.2018, 10:35:29,57.178041,-2.842679,-58.98
01.09.2018, 10:35:32,57.177998,-2.842502,-58.83
01.09.2018, 10:35:34,57.17795,-2.842308,-58.71
01.09.2018, 10:35:36,57.1779,-2.842129,-60.28
01.09.2018, 10:35:39,57.177828,-2.841945,-57.81
01.09.2018, 10:35:41,57.177757,-2.841795,-58.38
01.09.2018, 10:35:43,57.177671,-2.841638,-50.65
01.09.2018, 10:35:46,57.177588,-2.841532,-50.98
01.09.2018, 10:35:48,57.177491,-2.841434,-51.57
01.09.2018, 10:35:50,57.177404,-2.841335,-50.67
01.09.2018, 10:35:52,57.177317,-2.841221,-49.04
01.09.2018, 10:35:54,57.17722,-2.841095,-51.42
01.09.2018, 10:35:56,57.177136,-2.840961,-52.1
01.09.2018, 10:35:58,57.177051,-2.840815,-56.77
01.09.2018, 10:36:00,57.176973,-2.840671,-55.57
01.09.2018, 10:36:02,57.176896,-2.840534,-56.81
01.09.2018, 10:36:04,57.176813,-2.840396,-54.65
01.09.2018, 10:36:06,57.176728,-2.840255,-57.08
01.09.2018, 10:36:08,57.17663,-2.840127,-55.27
01.09.2018, 10:36:10,57.176524,-2.840018,-54.99
01.09.2018, 10:36:12,57.176425,-2.839915,-51.91
01.09.2018, 10:36:14,57.176333,-2.839823,-48.48
01.09.2018, 10:36:16,57.176238,-2.839723,-47.7
01.09.2018, 10:36:18,57.176138,-2.839617,-45.84
01.09.2018, 10:36:20,57.176038,-2.839492,-46.26
01.09.2018, 10:36:22,57.175943,-2.839379,-45.64
01.09.2018, 10:36:24,57.175838,-2.839268,-45.89
01.09.2018, 10:36:28,57.175715,-2.839155,-46.92
01.09.2018, 10:36:32,57.175627,-2.83907,-48.05
01.09.2018, 10:36:36,57.175525,-2.838985,-48.89
01.09.2018, 10:36:40,57.17542,-2.838875,-49.4
01.09.2018, 10:36:45,57.175318,-2.838793,-47.91
01.09.2018, 10:36:50,57.175233,-2.838702,-48.83
01.09.2018, 10:36:53,57.175147,-2.838608,-50.99
01.09.2018, 10:36:56,57.175045,-2.838538,-54.37
01.09.2018, 10:36:58,57.174929,-2.838495,-54.64
01.09.2018, 10:37:02,57.174814,-2.838465,-56.06
01.09.2018, 10:37:06,57.174693,-2.838448,-58.95
01.09.2018, 10:37:09,57.17459,-2.838405,-60.81
01.09.2018, 10:37:13,57.174493,-2.838332,-59.25
01.09.2018, 10:37:16,57.174405,-2.838197,-54.71
01.09.2018, 10:37:19,57.17435,-2.838008,-57.26
01.09.2018, 10:37:22,57.174316,-2.837801,-62.37
01.09.2018, 10:37:25,57.174297,-2.837597,-63.05
01.09.2018, 10:37:28,57.174283,-2.837396,-61.79
01.09.2018, 10:37:31,57.174278,-2.837191,-62.3
01.09.2018, 10:37:34,57.174273,-2.836985,-64.12
01.09.2018, 10:37:36,57.174274,-2.836776,-63.84
01.09.2018, 10:37:39,57.17428,-2.836533,-62.82
01.09.2018, 10:37:42,57.174317,-2.836289,-63.8
01.09.2018, 10:37:46,57.174346,-2.83611,-63.95
01.09.2018, 10:37:50,57.174363,-2.835907,-61.76
01.09.2018, 10:37:54,57.174386,-2.835701,-62.38
01.09.2018, 10:37:57,57.174407,-2.835507,-59.77
01.09.2018, 10:38:01,57.174422,-2.835307,-61
01.09.2018, 10:38:04,57.174434,-2.8351,-59
01.09.2018, 10:38:07,57.174463,-2.834915,-59.06
01.09.2018, 10:38:10,57.17451,-2.834728,-57.32
01.09.2018, 10:38:13,57.174559,-2.834523,-53.06
01.09.2018, 10:38:17,57.174587,-2.834368,-55.06
01.09.2018, 10:38:20,57.174638,-2.834203,-51.72
01.09.2018, 10:38:23,57.174696,-2.834039,-51.31
01.09.2018, 10:38:26,57.174755,-2.833884,-49.88
01.09.2018, 10:38:28,57.174824,-2.833723,-51.37
01.09.2018, 10:38:30,57.174905,-2.833571,-54.8
01.09.2018, 10:38:33,57.175002,-2.833416,-54.92
01.09.2018, 10:38:35,57.175104,-2.833273,-54.38
01.09.2018, 10:38:37,57.17521,-2.833164,-53.86
01.09.2018, 10:38:40,57.175312,-2.833056,-54.16
01.09.2018, 10:38:42,57.175408,-2.83294,-51.91
01.09.2018, 10:38:44,57.175507,-2.832825,-50.98
01.09.2018, 10:38:46,57.175609,-2.832709,-52
01.09.2018, 10:38:48,57.1757,-2.832601,-55.73
01.09.2018, 10:38:50,57.17579,-2.832488,-54.83
01.09.2018, 10:38:52,57.175885,-2.832373,-54.28
01.09.2018, 10:38:53,57.175979,-2.832256,-53.34
01.09.2018, 10:38:55,57.176075,-2.832139,-54.24
01.09.2018, 10:38:58,57.176172,-2.832018,-51.94
01.09.2018, 10:39:00,57.176251,-2.831904,-52.74
01.09.2018, 10:39:02,57.176339,-2.831783,-53.6
01.09.2018, 10:39:04,57.176429,-2.831656,-55.88
01.09.2018, 10:39:06,57.17651,-2.83151,-53.55
01.09.2018, 10:39:09,57.176588,-2.831338,-52.3
01.09.2018, 10:39:11,57.17665,-2.831163,-51.04
01.09.2018, 10:39:13,57.176707,-2.830964,-57.92
01.09.2018, 10:39:16,57.176759,-2.830765,-60.38
01.09.2018, 10:39:18,57.176797,-2.83057,-63.11
01.09.2018, 10:39:20,57.176832,-2.830362,-61.22
01.09.2018, 10:39:23,57.176852,-2.830149,-61.55
01.09.2018, 10:39:26,57.17686,-2.829935,-61.7
01.09.2018, 10:39:29,57.176847,-2.829745,-63.99
01.09.2018, 10:39:31,57.176816,-2.829555,-63.11
01.09.2018, 10:39:34,57.176787,-2.829367,-64.61
01.09.2018, 10:39:36,57.176748,-2.829173,-66.5
01.09.2018, 10:39:39,57.176691,-2.829002,-67.58
01.09.2018, 10:39:41,57.176616,-2.828832,-67.91
01.09.2018, 10:39:44,57.176527,-2.828692,-62.65
01.09.2018, 10:39:46,57.176432,-2.82855,-66.9
01.09.2018, 10:39:50,57.176343,-2.828423,-68.43
01.09.2018, 10:39:53,57.176252,-2.828312,-68.23
01.09.2018, 10:39:56,57.176149,-2.828207,-71.16
01.09.2018, 10:40:00,57.176055,-2.82811,-75.37
01.09.2018, 10:40:03,57.175963,-2.828033,-72.66
01.09.2018, 10:40:06,57.175862,-2.827942,-71.76
01.09.2018, 10:40:09,57.175759,-2.827842,-74.65
01.09.2018, 10:40:11,57.175666,-2.827735,-75
01.09.2018, 10:45:24,57.17559,-2.827568,-74.67
01.09.2018, 10:46:44,57.175504,-2.827479,-75.49
01.09.2018, 10:46:47,57.175412,-2.827401,-76.35
01.09.2018, 10:46:49,57.175299,-2.82733,-76.53
01.09.2018, 10:46:52,57.175184,-2.827272,-79.15
01.09.2018, 10:46:54,57.175075,-2.827209,-79.07
01.09.2018, 10:46:56,57.174961,-2.827175,-80.11
01.09.2018, 10:46:59,57.174847,-2.827177,-81.39
01.09.2018, 10:47:01,57.174729,-2.827184,-80.94
01.09.2018, 10:47:04,57.17461,-2.827193,-80.29
01.09.2018, 10:47:07,57.174505,-2.82716,-83.45
01.09.2018, 10:47:09,57.174396,-2.827105,-81.69
01.09.2018, 10:47:12,57.174295,-2.827058,-81.59
01.09.2018, 10:47:14,57.174185,-2.827001,-81.34
01.09.2018, 10:47:16,57.174075,-2.826966,-80.08
01.09.2018, 10:47:18,57.17397,-2.826952,-80.49
01.09.2018, 10:47:21,57.173855,-2.826953,-79.99
01.09.2018, 10:47:23,57.173743,-2.826947,-80.96
01.09.2018, 10:47:25,57.17363,-2.826918,-77.73
01.09.2018, 10:47:27,57.173515,-2.82685,-78.64
01.09.2018, 10:47:29,57.17341,-2.826772,-77.54
01.09.2018, 10:47:32,57.17331,-2.826707,-78.55
01.09.2018, 10:47:34,57.173203,-2.826642,-78.4
01.09.2018, 10:47:36,57.173094,-2.826578,-76.03
01.09.2018, 10:47:38,57.172991,-2.826501,-78.45
01.09.2018, 10:47:40,57.172895,-2.826409,-76.35
01.09.2018, 10:47:42,57.172801,-2.826302,-76.17
01.09.2018, 10:47:44,57.172701,-2.826195,-78.11
01.09.2018, 10:47:46,57.172601,-2.82608,-79.38
01.09.2018, 10:47:48,57.172507,-2.825988,-79.62
01.09.2018, 10:47:50,57.172408,-2.825901,-78.77
01.09.2018, 10:47:52,57.172305,-2.825797,-77.44
01.09.2018, 10:47:54,57.172216,-2.82569,-77.43
01.09.2018, 10:47:56,57.172126,-2.82555,-79.51
01.09.2018, 10:47:58,57.17204,-2.825405,-74.52
01.09.2018, 10:48:00,57.171962,-2.825275,-75.82
01.09.2018, 10:48:02,57.171883,-2.825156,-76.05
01.09.2018, 10:48:03,57.171797,-2.825016,-77.69
01.09.2018, 10:48:05,57.171718,-2.824888,-83.28
01.09.2018, 10:48:07,57.171626,-2.824737,-80.56
01.09.2018, 10:48:08,57.171538,-2.824592,-83.87
01.09.2018, 10:48:10,57.171453,-2.824446,-84.55
01.09.2018, 10:48:12,57.171357,-2.824302,-81.04
01.09.2018, 10:48:14,57.17127,-2.824185,-81.33
01.09.2018, 10:48:16,57.171184,-2.824067,-81.64
01.09.2018, 10:48:18,57.171093,-2.823973,-83.03
01.09.2018, 10:48:20,57.170998,-2.823893,-85.58
01.09.2018, 10:48:22,57.170888,-2.82383,-87.27
01.09.2018, 10:48:24,57.170762,-2.823787,-90.24
01.09.2018, 10:48:26,57.170648,-2.823772,-89.84
01.09.2018, 10:48:28,57.17053,-2.823763,-88.72
01.09.2018, 10:48:30,57.170419,-2.823731,-90.34
01.09.2018, 10:48:32,57.170301,-2.823665,-88.59
01.09.2018, 10:48:34,57.170186,-2.823602,-92.37
01.09.2018, 10:48:37,57.170072,-2.823545,-92.74
01.09.2018, 10:48:40,57.169955,-2.823475,-92.28
01.09.2018, 10:48:42,57.169848,-2.823426,-89.86
01.09.2018, 10:48:45,57.169748,-2.823355,-92.24
01.09.2018, 10:48:47,57.169647,-2.823317,-93.38
01.09.2018, 10:48:50,57.169542,-2.823291,-94.27
01.09.2018, 10:48:51,57.169443,-2.823277,-92.81
01.09.2018, 10:48:53,57.169335,-2.823271,-95.3
01.09.2018, 10:48:55,57.169226,-2.823261,-95.54
01.09.2018, 10:48:57,57.16911,-2.823255,-94.14
01.09.2018, 10:48:59,57.168994,-2.823252,-96.27
01.09.2018, 10:49:01,57.168874,-2.82326,-97.69
01.09.2018, 10:49:03,57.168755,-2.823281,-99.06
01.09.2018, 10:49:05,57.168642,-2.823293,-99.04
01.09.2018, 10:49:07,57.168541,-2.823288,-100.55
01.09.2018, 10:49:09,57.168433,-2.823306,-101.35
01.09.2018, 10:49:11,57.168326,-2.823347,-101.51
01.09.2018, 10:49:13,57.168225,-2.823373,-102.03
01.09.2018, 10:49:15,57.168097,-2.82345,-102.77
01.09.2018, 10:49:16,57.16798,-2.82353,-103.71
01.09.2018, 10:49:18,57.167878,-2.823612,-104.39
01.09.2018, 10:49:20,57.167784,-2.82369,-102.9
01.09.2018, 10:49:22,57.167688,-2.823759,-103.78
01.09.2018, 10:49:24,57.167583,-2.823835,-103.49
01.09.2018, 10:49:26,57.167471,-2.823916,-102.59
01.09.2018, 10:49:27,57.167373,-2.823988,-102.8
01.09.2018, 10:49:29,57.167272,-2.824074,-101.33
01.09.2018, 10:49:31,57.167171,-2.824175,-100.99
01.09.2018, 10:49:33,57.167052,-2.824255,-102.98
01.09.2018, 10:49:34,57.166948,-2.824334,-103.08
01.09.2018, 10:49:36,57.166853,-2.824422,-101.93
01.09.2018, 10:49:38,57.166758,-2.824529,-102.86
01.09.2018, 10:49:40,57.166666,-2.82465,-102.26
01.09.2018, 10:49:42,57.16655,-2.824743,-102.37
01.09.2018, 10:49:45,57.166438,-2.824706,-100.26
01.09.2018, 10:49:48,57.166375,-2.824517,-102.99
01.09.2018, 10:49:50,57.166381,-2.824319,-101.3
01.09.2018, 10:49:52,57.166393,-2.824123,-102.94
01.09.2018, 10:49:54,57.166421,-2.823904,-101.31
01.09.2018, 10:49:56,57.166456,-2.823687,-101.81
01.09.2018, 10:49:58,57.166497,-2.823474,-104.03
01.09.2018, 10:50:01,57.166532,-2.823296,-103.85
01.09.2018, 10:50:03,57.166582,-2.823067,-103.59
01.09.2018, 10:50:06,57.16662,-2.822865,-105.82
01.09.2018, 10:50:08,57.166648,-2.822662,-106.66
01.09.2018, 10:50:11,57.166673,-2.822492,-105.25
01.09.2018, 10:50:13,57.166707,-2.822294,-105.34
01.09.2018, 10:50:15,57.166733,-2.822097,-104.82
01.09.2018, 10:50:17,57.166758,-2.821905,-105.84
01.09.2018, 10:50:19,57.166789,-2.821709,-102.22
01.09.2018, 10:50:21,57.166808,-2.821505,-103.03
01.09.2018, 10:50:22,57.166794,-2.821284,-102.28
01.09.2018, 10:50:24,57.166767,-2.821105,-102.62
01.09.2018, 10:50:26,57.166727,-2.820888,-103.52
01.09.2018, 10:50:27,57.166688,-2.820705,-101.3
01.09.2018, 10:50:29,57.166648,-2.820528,-101.29
01.09.2018, 10:50:30,57.1666,-2.820336,-102.93
01.09.2018, 10:50:32,57.166557,-2.820147,-103.94
01.09.2018, 10:50:33,57.166512,-2.819966,-103.89
01.09.2018, 10:50:34,57.166461,-2.819759,-104.75
01.09.2018, 10:50:36,57.166421,-2.819588,-103.71
01.09.2018, 10:50:37,57.166381,-2.819388,-102.52
01.09.2018, 10:50:39,57.16635,-2.81919,-101.7
01.09.2018, 10:50:40,57.166326,-2.819002,-100.04
01.09.2018, 10:50:41,57.166306,-2.818792,-102.58
01.09.2018, 10:50:43,57.166286,-2.818571,-100.19
01.09.2018, 10:50:44,57.166268,-2.818375,-98.43
01.09.2018, 10:50:45,57.166248,-2.818149,-101.45
01.09.2018, 10:50:47,57.166226,-2.817933,-99.81
01.09.2018, 10:50:48,57.166205,-2.817738,-99.82
01.09.2018, 10:50:49,57.16618,-2.817495,-98.8
01.09.2018, 10:50:51,57.16616,-2.817309,-99.21
01.09.2018, 10:50:53,57.166132,-2.817108,-98.82
01.09.2018, 10:50:54,57.166106,-2.816919,-96.86
01.09.2018, 10:50:56,57.166083,-2.816715,-96.8
01.09.2018, 10:50:57,57.166081,-2.816487,-96.79
01.09.2018, 10:50:59,57.166091,-2.816262,-96.27
01.09.2018, 10:51:01,57.16612,-2.81606,-94.89
01.09.2018, 10:51:03,57.166176,-2.815873,-93.74
01.09.2018, 10:51:05,57.166246,-2.815682,-91.36
01.09.2018, 10:51:07,57.166319,-2.815486,-91.94
01.09.2018, 10:51:10,57.166368,-2.815332,-89.34
01.09.2018, 10:51:12,57.166424,-2.815173,-87.96
01.09.2018, 10:51:14,57.16646,-2.814969,-86.6
01.09.2018, 10:51:16,57.16647,-2.814759,-85.59
01.09.2018, 10:51:17,57.166469,-2.814563,-86.64
01.09.2018, 10:51:19,57.166465,-2.814364,-86.05
01.09.2018, 10:51:20,57.166465,-2.814135,-85.55
01.09.2018, 10:51:22,57.166465,-2.81395,-85.15
01.09.2018, 10:51:23,57.166464,-2.813732,-84.34
01.09.2018, 10:51:25,57.166462,-2.813541,-83.07
01.09.2018, 10:51:26,57.166458,-2.813317,-82.82
01.09.2018, 10:51:28,57.16645,-2.813103,-81.62
01.09.2018, 10:51:30,57.16644,-2.81289,-81.71
01.09.2018, 10:51:31,57.166429,-2.812679,-81.15
01.09.2018, 10:51:33,57.166411,-2.812471,-78.09
01.09.2018, 10:51:35,57.166393,-2.812255,-80.64
01.09.2018, 10:51:36,57.166373,-2.812056,-80.57
01.09.2018, 10:51:38,57.166346,-2.811855,-78.34
01.09.2018, 10:51:40,57.166315,-2.811651,-80.1
01.09.2018, 10:51:41,57.166285,-2.81147,-79.04
01.09.2018, 10:51:43,57.16624,-2.811288,-80.82
01.09.2018, 10:51:44,57.166178,-2.811089,-75.14
01.09.2018, 10:51:46,57.166122,-2.810908,-74.98
01.09.2018, 10:51:48,57.166068,-2.810709,-74.88
01.09.2018, 10:51:50,57.166023,-2.810519,-74.86
